ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-183570,2,4/14/2017 7:32,4/14/2017 13:32,32.77401,-117.12655,32.77056,-117.13777,0.694,At I-805 - Accident.,,I-8 W,R,San Diego,San Diego,CA,92108,US,US/Pacific,KMYF,4/14/2017 7:53,55.9,,72,30,10,SSE,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-175758,2,4/14/2017 9:34,4/14/2017 15:34,28.50963,-81.41458,28.50519,-81.42338,0.616,At SR-423/John Young Pky/Exit 79 - Accident.,,I-4 W,R,Orlando,Orange,FL,32839,US,US/Eastern,KORL,4/14/2017 9:53,75.9,,54,30.22,10,ENE,12.7,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-171212,2,4/14/2017 12:18,4/14/2017 18:18,29.43892,-98.45646,29.43856,-98.46456,0.488,At New Braunfels Ave/Exit 159 - Accident.,,I-35 S,R,San Antonio,Bexar,TX,78208,US,US/Central,KSAT,4/14/2017 11:51,73,,68,30.07,10,South,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-183646,2,4/14/2017 14:13,4/14/2017 20:13,33.88414,-118.02911,33.88219,-118.02552,0.246,At Valley View Ave/Exit 118 - Accident.,,I-5 N,R,Santa Fe Springs,Los Angeles,CA,90670,US,US/Pacific,KFUL,4/14/2017 13:53,70,,51,29.96,10,South,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-175860,3,4/14/2017 15:26,4/14/2017 21:26,42.23724,-88.11272,42.23724,-88.11272,0,At Old McHenry Rd - Accident.,,N Old McHenry Rd,R,Lake Zurich,Lake,IL,60047,US,US/Central,KPWK,4/14/2017 15:52,59,,64,30.15,10,ENE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-181587,3,4/14/2017 16:34,4/14/2017 22:34,32.08369,-110.80913,32.0788,-110.80134,0.568,At Rita Rd/Exit 273 - Accident.,,Pearl Harbor Memorial Highway,R,Tucson,Pima,AZ,85756,US,US/Mountain,KTUS,4/14/2017 16:53,87.1,,6,29.74,10,West,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-183734,2,4/14/2017 17:57,4/14/2017 23:57,33.81343,-118.167089,33.8144,-118.17421,0.414,Between Cherry Ave/Exit 29 and Orange Ave/E 32nd St/Exit 29C - Accident.,,I-405 N,R,Long Beach,Los Angeles,CA,90807,US,US/Pacific,KLGB,4/14/2017 17:53,66,,33,29.94,10,WNW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-183766,2,4/14/2017 21:14,4/15/2017 3:14,33.87656,-118.07772,33.87679,-118.10739,1.702,Between Pioneer Blvd and I-605 - Accident.,,Artesia Fwy W,R,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,4/14/2017 20:53,62.1,,43,29.95,10,West,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-175954,4,4/15/2017 7:40,4/15/2017 13:40,36.960127,-76.971677,36.957673,-76.968691,0.236,Closed at Stringfield Ln - Road closed due to accident.,11484, General Mahone Hwy,L,Wakefield,Sussex,VA,23888-2910,US,US/Eastern,KAKQ,4/15/2017 7:54,55.9,,75,30.35,10,ESE,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-175991,3,4/15/2017 21:44,4/16/2017 3:44,43.17631,-87.916845,43.176296,-87.916839,0.001,At WI-100/Brown Deer Rd - Accident.,,I-43 N,R,Milwaukee,Milwaukee,WI,53217,US,US/Central,KMWC,4/15/2017 21:35,69.8,,56,29.77,10,SSW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-176028,4,4/16/2017 6:00,4/16/2017 12:00,39.10348,-84.82546,39.08704,-84.7858,2.411,Closed between US-50/Exit 16 and KY-8/Exit 11 - Road closed due to accident.,,I-275 W,R,Petersburg,Boone,KY,41080,US,US/Eastern,KCVG,4/16/2017 5:52,64,,78,30.01,10,Calm,,0.02,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-183818,3,4/17/2017 0:14,4/17/2017 6:14,33.687227,-117.899573,33.687227,-117.899573,0,At CA-73 - Accident. Roadway reduced to 1 lane.,,San Diego Fwy S,R,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,4/17/2017 0:53,59,,78,30.06,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-183832,4,4/17/2017 6:42,4/17/2017 12:42,45.071863,-123.714507,45.067344,-123.70865,0.423,Closed at Lincoln City - Road closed due to accident.,33610, Salmon River Hwy,L,Grand Ronde,Polk,OR,97347-9407,US,US/Pacific,KMMV,4/17/2017 6:53,48.9,,86,29.89,10,SE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-183859,4,4/17/2017 8:05,4/17/2017 14:05,33.83242,-118.20899,33.83041,-118.20886,0.139,Ramp closed to I-405 and Pacific Pl - Road closed due to accident.,,Long Beach Fwy S,R,Long Beach,Los Angeles,CA,90810,US,US/Pacific,KLGB,4/17/2017 7:53,57.9,,67,30.09,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-181604,2,4/17/2017 9:25,4/17/2017 15:25,33.46268,-112.19308,33.46273,-112.17886,0.82,At 59th Ave/Exit 138 - Accident.,,Pearl Harbor Memorial Highway,R,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,4/17/2017 9:47,75.2,,21,30.01,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-176196,2,4/17/2017 12:07,4/17/2017 18:07,35.912479,-84.596159,35.911777,-84.593823,0.139,At US-27/Exit 347 - Accident.,,I-40 E,R,Harriman,Roane,TN,37748,US,US/Eastern,KOQT,4/17/2017 11:53,66,,78,30.12,10,Variable,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-171337,2,4/17/2017 13:50,4/17/2017 19:50,32.81268,-97.20838,32.80286,-97.21216,0.713,At TX-10/TX-183/TX-121/Exit 24 - Accident.,,Loop 820 S,R,Hurst,Tarrant,TX,76053,US,US/Central,KFWD,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-183929,2,4/17/2017 15:17,4/17/2017 21:17,34.315213,-118.490913,34.315213,-118.490913,0,At Sepulveda Blvd - Accident.,13298, Sepulveda Blvd,R,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,4/17/2017 14:50,69.8,,56,30.09,10,West,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-171362,2,4/17/2017 16:20,4/17/2017 22:20,39.06775,-94.48815,39.05595,-94.49374,0.869,At I-70/Exit 63 - Accident.,,I-435 S,R,Kansas City,Jackson,MO,64129,US,US/Central,KMKC,4/17/2017 15:54,73.9,,48,30.06,10,East,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-183966,2,4/17/2017 17:32,4/17/2017 23:32,34.03691,-118.29437,34.03688,-118.28867,0.326,At Vermont Ave/Exit 12 - Accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,4/17/2017 17:47,69.1,,70,30.03,10,West,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-176361,4,4/17/2017 19:44,4/18/2017 1:44,39.896901,-76.856059,39.883432,-76.863142,1.004,Closed at N Main St - Road closed due to accident.,1637, Route 116,R,Spring Grove,York,PA,17362-8415,US,US/Eastern,KTHV,4/17/2017 19:53,62.1,,50,30.06,10,West,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-176402,3,4/18/2017 5:45,4/18/2017 11:45,33.45852,-84.2083,33.46753,-84.21201,0.658,At Jonesboro Rd/Exit 221 - Accident.,,I-75 N,R,McDonough,Henry,GA,30253,US,US/Eastern,K6A2,4/18/2017 5:55,64.4,,100,30.13,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-176437,2,4/18/2017 7:49,4/18/2017 13:49,35.22757,-80.867,35.22757,-80.867,0,At Bryant Pl - Accident.,1500, Freedom Dr,L,Charlotte,Mecklenburg,NC,28208-5256,US,US/Eastern,KCLT,4/18/2017 7:52,64.9,,78,30.19,10,NE,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184028,2,4/18/2017 8:40,4/18/2017 14:40,35.3875,-119.04465,35.37958,-119.04456,0.547,At CA-58/CA-178/Rosedale Hwy - Accident.,,CA-99 S,R,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,4/18/2017 8:42,61,,93,30.06,2.5,NNW,11.5,0.06,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184041,2,4/18/2017 10:04,4/18/2017 16:04,37.861888,-122.210261,37.85523,-122.21836,0.638,At Caldecott Tunnel - Accident. Right lane blocked.,,CA-24 W,R,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,4/18/2017 9:53,59,,83,30.06,10,North,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-176561,2,4/18/2017 12:19,4/18/2017 18:19,35.2204,-80.82844,35.22025,-80.82873,0.019,At at Kings Dr - Accident.,538, Central Ave,R,Charlotte,Mecklenburg,NC,28204,US,US/Eastern,KCLT,4/18/2017 12:36,70,,57,30.27,10,ENE,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184079,3,4/18/2017 14:23,4/18/2017 20:23,47.964454,-122.199341,47.961299,-122.1996,0.218,At 41st St/Broadway/Exit 192 - Accident.,,41st St,R,Everett,Snohomish,WA,98201,US,US/Pacific,KPAE,4/18/2017 14:53,57,,57,29.99,10,SSE,16.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-176616,4,4/18/2017 16:01,4/18/2017 22:01,40.17014,-74.10581,40.1635,-74.1499,2.373,Closed between RT-34/Exit 35 and CR-547/Exit 31 - Road closed due to accident.,,NJ-138 W,R,Belmar,Monmouth,NJ,7719,US,US/Eastern,KBLM,4/18/2017 15:56,55.9,,44,30.41,10,SE,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184113,2,4/18/2017 16:54,4/18/2017 22:54,33.601987,-117.458318,33.601987,-117.458318,0,At San Clemente - Accident.,41582, Ortega Hwy,R,San Juan Capistrano,Orange,CA,92675-2036,US,US/Pacific,KSNA,4/18/2017 16:53,68,,73,30.08,10,WSW,12.7,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-176712,4,4/18/2017 17:49,4/18/2017 23:49,38.64301,-90.18856,38.64495,-90.18151,0.403,Between Cass Ave and Stan Musial Veterans Memorial Brg - Accident.,,I-70 E,R,Saint Louis,St. Louis City,MO,63106,US,US/Central,KCPS,4/18/2017 17:53,78.1,,50,29.99,10,SSE,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-171486,4,4/18/2017 20:20,4/19/2017 2:20,33.278701,-96.569288,33.26961,-96.58412,1.062,Closed at TX-5/McKinney St - Road closed due to accident.,2340, Sam Rayburn Hwy,R,Melissa,Collin,TX,75454,US,US/Central,KTKI,4/18/2017 19:53,72,,78,30.01,10,SSE,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-184170,3,4/19/2017 6:36,4/19/2017 12:36,34.01037,-117.42897,34.01258,-117.437,0.485,At Valley Way - Accident.,,Pomona Fwy W,R,Riverside,Riverside,CA,92509,US,US/Pacific,KRAL,4/19/2017 6:53,61,,83,30.08,10,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-176800,2,4/19/2017 8:43,4/19/2017 14:43,35.115201,-80.962347,35.115239,-80.962247,0.006,At Moss Rd - Accident.,,S Tryon St,R,Charlotte,Mecklenburg,NC,28273,US,US/Eastern,KCLT,4/19/2017 8:52,55.9,,84,30.35,10,NNE,5.8,0.04,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-176838,2,4/19/2017 9:59,4/19/2017 15:59,33.78487,-84.24601,33.77394,-84.23563,0.962,At GA-10/Memorial Dr/Exit 41 - Accident.,,GA-407 S,R,Avondale Estates,DeKalb,GA,30002,US,US/Eastern,KPDK,4/19/2017 9:53,63,,87,30.27,7,Variable,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-176884,4,4/19/2017 12:26,4/19/2017 18:26,34.412827,-84.413826,34.40756,-84.42139,0.564,Closed at GA-515/GA-5/Z Miller Mountain Pky - Road closed due to accident.,1514, Waleska Highway 108,R,Jasper,Pickens,GA,30143,US,US/Eastern,KCNI,4/19/2017 12:35,69.8,,56,30.31,10,East,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-176916,2,4/19/2017 14:23,4/19/2017 20:23,26.59695,-81.87684,26.59695,-81.87684,0,At Deleon St - Accident.,,Deleon St,R,Fort Myers,Lee,FL,33907,US,US/Eastern,KFMY,4/19/2017 14:53,84,,41,30.11,10,East,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-184255,2,4/19/2017 15:28,4/19/2017 21:28,34.12,-117.81892,34.11967,-117.80276,0.925,Between CA-57/Exit 45 and San Dimas Ave/Exit 46 - Accident.,,CA-210 E,R,San Dimas,Los Angeles,CA,91773,US,US/Pacific,KPOC,4/19/2017 15:47,73.4,,44,30.09,10,WSW,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-171541,2,4/19/2017 16:24,4/19/2017 22:24,29.42309,-98.50165,29.41951,-98.50207,0.249,At Durango Blvd/Exit 155 - Accident.,,I-10 E,R,San Antonio,Bexar,TX,78207,US,US/Central,KSKF,4/19/2017 16:03,80.6,,58,29.94,10,South,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177004,4,4/19/2017 17:20,4/19/2017 23:23,40.26645,-79.67893,40.256652,-79.677449,0.681,Closed at Herminie Rd/Church Ln - Road closed due to accident.,,PA-136,R,Irwin,Westmoreland,PA,15642,US,US/Eastern,KAGC,4/19/2017 16:53,71.1,,57,30.11,10,WSW,15,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184320,2,4/19/2017 18:10,4/20/2017 0:10,37.40794,-122.0043,37.41022,-121.99372,0.602,At Caribbean Dr/Lawrence Expy - Accident.,,Southbay Fwy,R,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,4/19/2017 17:56,68,,40,30.23,10,West,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177074,3,4/19/2017 20:58,4/20/2017 2:58,42.630019,-73.861655,42.63692,-73.85617,0.552,At RT-85/New Scotland Rd - Accident.,,New Scotland Rd,R,Slingerlands,Albany,NY,12159,US,US/Eastern,KALB,4/19/2017 20:51,46.9,,77,30.19,10,South,18.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-184366,3,4/20/2017 6:51,4/20/2017 12:51,34.266409,-118.639472,34.26942,-118.63362,0.394,At Rocky Peak Rd - Accident.,,CA-118 E,R,Simi Valley,Ventura,CA,93063,US,US/Pacific,K3A6,4/20/2017 6:51,63,63,41,29.21,10,N,20,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177134,2,4/20/2017 7:58,4/20/2017 13:58,37.486934,-77.432066,37.52131,-77.42717,2.39,At Maury St/Exit 73 - Accident.,,I-95 N,R,Richmond,Richmond City,VA,23234,US,US/Eastern,KFCI,4/20/2017 7:55,60.8,,52,30.19,9,WSW,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177169,2,4/20/2017 9:26,4/20/2017 15:29,40.006424,-75.193654,40.006339,-75.193589,0.007,At Ben Franklin Pky/Eakins Ovl - Accident. Lane blocked.,,W River Dr,R,Philadelphia,Philadelphia,PA,19131,US,US/Eastern,KPHL,4/20/2017 9:54,61,,75,30.11,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177211,2,4/20/2017 12:38,4/20/2017 18:38,40.023439,-75.034075,40.04957,-74.99422,2.776,Between Cottman Ave/Exit 30 and Academy Rd/Exit 32 - Accident.,,The Officers O'Hanlon and Lorenzo Memorial Hwy,R,Philadelphia,Philadelphia,PA,19136,US,US/Eastern,KPNE,4/20/2017 12:38,68,,63,30.09,10,SE,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-181663,2,4/20/2017 14:25,4/20/2017 20:25,39.952391,-111.927328,39.95219,-111.939883,0.665,At US-6 - Accident.,11686, W 15200 S,L,Cedar Valley,Utah,UT,84013,US,US/Mountain,KT62,4/20/2017 14:25,55,55,54,25.49,10,SE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177273,2,4/20/2017 15:36,4/20/2017 21:36,40.84716,-73.93349,40.85002,-73.94399,0.583,Between Amsterdam Ave/Harlem River Dr and RT-9/US-9/Hudson Pky/178th St - Accident.,,Trans-Manhattan Expy W,R,New York,New York,NY,10033,US,US/Eastern,KNYC,4/20/2017 15:46,64.4,,59,30.07,10,Variable,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184521,2,4/20/2017 16:38,4/20/2017 22:38,33.9876,-118.39168,33.98881,-118.3894,0.155,Between Sepulveda Blvd and Slauson Ave - Accident.,,CA-90 E,R,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,4/20/2017 16:51,71.1,,45,29.97,10,WSW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184541,2,4/20/2017 17:26,4/20/2017 23:26,37.89265,-122.15993,37.89127,-122.15068,0.513,At Acalanes Rd/Mt Diablo Blvd - Accident.,,CA-24 E,R,Lafayette,Contra Costa,CA,94549,US,US/Pacific,KCCR,4/20/2017 17:53,69.1,,45,30.21,10,NW,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-171625,2,4/20/2017 18:29,4/21/2017 0:29,29.78349,-95.47476,29.78397,-95.4679,0.413,At Silber Rd/Antoine Dr/Ex 762/Ex 761B - Accident.,,US-90 E,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,4/20/2017 18:35,82.4,,58,29.94,10,SSE,15,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-171634,4,4/21/2017 1:47,4/21/2017 7:47,41.213991,-96.0238,41.21962,-96.02385,0.389,Closed at F St - Road closed due to accident.,4603, S 72nd St,L,Omaha,Douglas,NE,68127-1804,US,US/Central,KMLE,4/21/2017 1:55,44.6,,90,30.17,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-177410,2,4/21/2017 7:28,4/21/2017 13:28,40.77677,-74.04298,40.77913,-74.04947,0.377,At RT-3/RT-3 Express - Accident.,,NJ-495 W,R,North Bergen,Hudson,NJ,7047,US,US/Eastern,KNYC,4/21/2017 7:38,48.9,,93,30.02,4,East,10.4,0.03,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177461,2,4/21/2017 8:44,4/21/2017 14:44,41.805088,-88.185909,41.805976,-88.175223,0.554,At Winfield Rd - Accident.,,Chicago-Kansas City Expressway E,R,Naperville,DuPage,IL,60563,US,US/Central,KDPA,4/21/2017 8:52,45,38.9,68,30.08,10,North,12.7,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-177494,2,4/21/2017 10:35,4/21/2017 16:35,41.86541,-88.20464,41.86541,-88.20464,0,At Joliet St - Accident.,,Joliet St,R,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,4/21/2017 10:52,48.9,,61,30.1,10,NNE,12.7,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-177504,2,4/21/2017 12:16,4/21/2017 18:16,41.58528,-72.04876,41.55471,-72.10539,3.61,Between CT-97/Exit 83 and Town St/Exit 82 - Accident.,,I-395 S,R,Norwich,New London,CT,6360,US,US/Eastern,KGON,4/21/2017 12:10,50,,93,29.97,1.2,East,15,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-181687,3,4/21/2017 13:29,4/21/2017 19:29,40.67435,-111.8883,40.67435,-111.8883,0,At State St - Accident.,4498, S State St,R,Salt Lake City,Salt Lake,UT,84107-2622,US,US/Mountain,KU42,4/21/2017 13:35,51.6,,62,30.26,10,North,6.9,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-177589,2,4/21/2017 14:56,4/21/2017 20:56,38.61393,-90.22478,38.61288,-90.217059,0.423,Between Jefferson Ave/Exit 289 and I-55/Exit 290 - Accident.,,I-44 E,R,Saint Louis,St. Louis City,MO,63104,US,US/Central,KCPS,4/21/2017 14:53,55,,62,30.03,10,NNE,9.2,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-184730,2,4/21/2017 15:58,4/21/2017 21:58,38.99819,-121.40355,38.99819,-121.40355,0,At Marysville - Accident.,,Levee Rd,R,Sheridan,Placer,CA,95681,US,US/Pacific,KLHM,4/21/2017 15:55,75.2,,34,30.01,10,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
